record_id,doi,title,year,venue,venue_type,ai_type,genai_llm_agentic_flag,tafs_final,csds_final,css_final,esrs_final,gap_a_final,gap_b_final,under_specified_final,evidence_depth_label,confidence_label,abstract_word_count,open_access,citation_count,layer
R0260,10.XXXX/hciai.2021.0260,"[Scored paper 260, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,0,3,0,4,false,false,false,L2,low,296,false,44,B_scored
R0261,10.XXXX/hciai.2021.0261,"[Scored paper 261, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,unclassified,false,0,1,0,6,false,false,false,L2,low,339,false,69,B_scored
R0262,10.XXXX/hciai.2021.0262,"[Scored paper 262, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,generative_ai,true,4,5,2,5,false,false,false,L2,high,354,false,4,B_scored
R0263,10.XXXX/hciai.2021.0263,"[Scored paper 263, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,5,0,2,4,false,false,false,L2,medium,165,false,13,B_scored
R0264,10.XXXX/hciai.2021.0264,"[Scored paper 264, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,xai,false,4,0,2,6,false,false,true,L2,medium,249,false,49,B_scored
R0265,10.XXXX/hciai.2021.0265,"[Scored paper 265, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,classical_ml,false,5,4,1,4,false,true,false,L2,high,345,false,24,B_scored
R0266,10.XXXX/hciai.2021.0266,"[Scored paper 266, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,agentic_ai,true,0,1,2,4,false,false,false,L2,low,336,true,0,B_scored
R0267,10.XXXX/hciai.2021.0267,"[Scored paper 267, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,5,3,2,5,false,false,false,L2,high,123,true,21,B_scored
R0268,10.XXXX/hciai.2021.0268,"[Scored paper 268, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,5,1,3,4,false,false,true,L2,medium,185,false,14,B_scored
R0269,10.XXXX/hciai.2021.0269,"[Scored paper 269, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,agentic_ai,true,4,3,3,4,false,false,true,L2,high,114,true,34,B_scored
R0270,10.XXXX/hciai.2021.0270,"[Scored paper 270, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,conversational_ai,true,1,1,3,4,false,false,true,L2,low,164,false,5,B_scored
R0271,10.XXXX/hciai.2021.0271,"[Scored paper 271, 2021] Full titles available after pipeline run from OpenAlex",2021,DIS,conference,unclassified,false,4,1,2,4,false,false,false,L2,medium,298,false,20,B_scored
R0272,10.XXXX/hciai.2021.0272,"[Scored paper 272, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,xai,false,4,3,1,4,false,true,false,L2,high,301,false,57,B_scored
R0273,10.XXXX/hciai.2021.0273,"[Scored paper 273, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,agentic_ai,true,0,0,3,4,false,false,false,L2,low,82,false,50,B_scored
R0274,10.XXXX/hciai.2021.0274,"[Scored paper 274, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCS,journal,xai,false,5,2,0,4,false,true,false,L2,high,132,false,78,B_scored
R0275,10.XXXX/hciai.2021.0275,"[Scored paper 275, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,agentic_ai,true,3,1,0,3,false,true,false,L2,medium,330,false,14,B_scored
R0276,10.XXXX/hciai.2021.0276,"[Scored paper 276, 2021] Full titles available after pipeline run from OpenAlex",2021,IUI,conference,agentic_ai,true,0,0,1,3,false,false,false,L2,low,258,false,14,B_scored
R0277,10.XXXX/hciai.2021.0277,"[Scored paper 277, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,llm,true,5,3,1,4,false,true,false,L2,high,123,false,27,B_scored
R0278,10.XXXX/hciai.2021.0278,"[Scored paper 278, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,llm,true,1,4,2,4,false,false,false,L2,low,152,false,45,B_scored
R0279,10.XXXX/hciai.2021.0279,"[Scored paper 279, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,generative_ai,true,0,3,1,4,false,false,false,L2,low,355,false,31,B_scored
R0280,10.XXXX/hciai.2021.0280,"[Scored paper 280, 2021] Full titles available after pipeline run from OpenAlex",2021,DIS,conference,agentic_ai,true,4,1,1,2,false,true,false,L2,medium,151,true,96,B_scored
R0281,10.XXXX/hciai.2021.0281,"[Scored paper 281, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,xai,false,5,1,1,5,true,true,false,L2,medium,328,true,18,B_scored
R0282,10.XXXX/hciai.2021.0282,"[Scored paper 282, 2021] Full titles available after pipeline run from OpenAlex",2021,DIS,conference,agentic_ai,true,5,4,3,5,false,false,false,L2,high,331,false,60,B_scored
R0283,10.XXXX/hciai.2021.0283,"[Scored paper 283, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,classical_ml,false,5,2,2,5,false,false,false,L2,high,192,true,12,B_scored
R0284,10.XXXX/hciai.2021.0284,"[Scored paper 284, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,xai,false,1,3,2,4,false,false,true,L2,low,333,false,64,B_scored
R0285,10.XXXX/hciai.2021.0285,"[Scored paper 285, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCS,journal,generative_ai,true,1,2,2,4,false,false,true,L2,low,267,false,33,B_scored
R0286,10.XXXX/hciai.2021.0286,"[Scored paper 286, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,generative_ai,true,0,3,3,4,false,false,true,L2,low,297,true,37,B_scored
R0287,10.XXXX/hciai.2021.0287,"[Scored paper 287, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,5,0,3,5,false,false,false,L2,medium,310,true,29,B_scored
R0288,10.XXXX/hciai.2021.0288,"[Scored paper 288, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,classical_ml,false,1,2,2,4,false,false,false,L2,low,201,true,10,B_scored
R0289,10.XXXX/hciai.2021.0289,"[Scored paper 289, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,xai,false,5,3,3,4,false,false,true,L2,high,299,true,31,B_scored
R0290,10.XXXX/hciai.2021.0290,"[Scored paper 290, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,agentic_ai,true,5,1,2,4,false,false,false,L2,medium,259,false,40,B_scored
R0291,10.XXXX/hciai.2021.0291,"[Scored paper 291, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCI,journal,xai,false,5,2,1,4,false,true,false,L2,high,373,true,9,B_scored
R0292,10.XXXX/hciai.2021.0292,"[Scored paper 292, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,agentic_ai,true,0,1,2,6,false,false,false,L2,low,290,false,57,B_scored
R0293,10.XXXX/hciai.2021.0293,"[Scored paper 293, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,xai,false,1,2,2,6,false,false,false,L2,low,207,true,18,B_scored
R0294,10.XXXX/hciai.2021.0294,"[Scored paper 294, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,llm,true,1,4,1,4,false,false,false,L2,low,152,false,45,B_scored
R0295,10.XXXX/hciai.2021.0295,"[Scored paper 295, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,conversational_ai,true,5,1,2,4,false,false,false,L2,medium,127,false,57,B_scored
R0296,10.XXXX/hciai.2021.0296,"[Scored paper 296, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,llm,true,5,3,3,4,true,false,false,L2,high,329,true,31,B_scored
R0297,10.XXXX/hciai.2021.0297,"[Scored paper 297, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,llm,true,5,5,3,5,false,false,false,L2,high,314,false,22,B_scored
R0298,10.XXXX/hciai.2021.0298,"[Scored paper 298, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCS,journal,conversational_ai,true,3,3,1,4,false,true,false,L2,high,299,false,42,B_scored
R0299,10.XXXX/hciai.2021.0299,"[Scored paper 299, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,1,4,1,3,false,false,true,L2,low,146,false,23,B_scored
R0300,10.XXXX/hciai.2021.0300,"[Scored paper 300, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,conversational_ai,true,1,2,1,3,false,false,false,L2,low,130,false,24,B_scored
R0301,10.XXXX/hciai.2021.0301,"[Scored paper 301, 2021] Full titles available after pipeline run from OpenAlex",2021,BIT,journal,unclassified,false,5,4,3,4,false,false,false,L2,high,313,true,16,B_scored
R0302,10.XXXX/hciai.2021.0302,"[Scored paper 302, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,unclassified,false,1,1,0,5,false,false,false,L2,low,234,true,15,B_scored
R0303,10.XXXX/hciai.2021.0303,"[Scored paper 303, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,conversational_ai,true,2,2,2,5,false,false,false,L2,medium,270,false,10,B_scored
R0304,10.XXXX/hciai.2021.0304,"[Scored paper 304, 2021] Full titles available after pipeline run from OpenAlex",2021,IUI,conference,xai,false,1,4,1,4,false,false,false,L2,low,199,false,12,B_scored
R0305,10.XXXX/hciai.2021.0305,"[Scored paper 305, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,generative_ai,true,4,4,2,4,false,false,false,L2,high,195,false,30,B_scored
R0306,10.XXXX/hciai.2021.0306,"[Scored paper 306, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,conversational_ai,true,5,2,3,4,false,false,false,L2,high,296,false,23,B_scored
R0307,10.XXXX/hciai.2021.0307,"[Scored paper 307, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,generative_ai,true,5,0,0,3,false,true,false,L2,medium,132,true,25,B_scored
R0308,10.XXXX/hciai.2021.0308,"[Scored paper 308, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCS,journal,agentic_ai,true,0,4,2,4,false,false,true,L2,low,148,false,9,B_scored
R0309,10.XXXX/hciai.2021.0309,"[Scored paper 309, 2021] Full titles available after pipeline run from OpenAlex",2021,IUI,conference,llm,true,5,1,1,4,false,true,false,L2,medium,164,false,10,B_scored
R0310,10.XXXX/hciai.2021.0310,"[Scored paper 310, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,generative_ai,true,0,2,1,4,true,false,true,L2,low,306,false,26,B_scored
R0311,10.XXXX/hciai.2021.0311,"[Scored paper 311, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCS,journal,llm,true,0,2,3,4,false,false,false,L2,low,276,false,30,B_scored
R0312,10.XXXX/hciai.2021.0312,"[Scored paper 312, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,agentic_ai,true,0,1,2,3,false,false,true,L2,low,207,false,48,B_scored
R0313,10.XXXX/hciai.2021.0313,"[Scored paper 313, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCS,journal,unclassified,false,4,2,2,3,false,false,true,L2,high,234,true,6,B_scored
R0314,10.XXXX/hciai.2021.0314,"[Scored paper 314, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,conversational_ai,true,5,2,1,4,false,true,false,L2,high,202,false,7,B_scored
R0315,10.XXXX/hciai.2021.0315,"[Scored paper 315, 2021] Full titles available after pipeline run from OpenAlex",2021,IUI,conference,unclassified,false,1,2,3,5,false,false,false,L2,low,86,false,48,B_scored
R0316,10.XXXX/hciai.2021.0316,"[Scored paper 316, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,agentic_ai,true,4,2,2,4,false,false,true,L2,high,267,false,14,B_scored
R0317,10.XXXX/hciai.2021.0317,"[Scored paper 317, 2021] Full titles available after pipeline run from OpenAlex",2021,IJHCI,journal,conversational_ai,true,4,4,2,4,false,false,true,L2,high,380,true,56,B_scored
R0318,10.XXXX/hciai.2021.0318,"[Scored paper 318, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,conversational_ai,true,5,2,2,4,false,false,false,L2,high,339,true,31,B_scored
R0319,10.XXXX/hciai.2021.0319,"[Scored paper 319, 2021] Full titles available after pipeline run from OpenAlex",2021,UIST,conference,generative_ai,true,4,3,1,4,true,true,false,L2,high,354,false,36,B_scored
R0320,10.XXXX/hciai.2021.0320,"[Scored paper 320, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,xai,false,5,1,2,4,false,false,false,L2,medium,159,false,33,B_scored
R0321,10.XXXX/hciai.2021.0321,"[Scored paper 321, 2021] Full titles available after pipeline run from OpenAlex",2021,IwC,journal,generative_ai,true,1,0,2,3,false,false,false,L2,low,113,true,53,B_scored
R0322,10.XXXX/hciai.2021.0322,"[Scored paper 322, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,xai,false,4,2,2,2,false,false,false,L2,high,302,true,55,B_scored
R0323,10.XXXX/hciai.2021.0323,"[Scored paper 323, 2021] Full titles available after pipeline run from OpenAlex",2021,TOCHI,journal,generative_ai,true,5,4,2,4,true,false,false,L2,high,169,true,14,B_scored
R0324,10.XXXX/hciai.2021.0324,"[Scored paper 324, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,agentic_ai,true,1,2,2,4,true,false,false,L2,low,347,false,30,B_scored
R0325,10.XXXX/hciai.2021.0325,"[Scored paper 325, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,generative_ai,true,0,3,1,4,false,false,true,L2,low,217,false,2,B_scored
R0326,10.XXXX/hciai.2021.0326,"[Scored paper 326, 2021] Full titles available after pipeline run from OpenAlex",2021,CSCW,conference,conversational_ai,true,4,3,2,5,false,false,false,L2,high,348,true,72,B_scored
R0327,10.XXXX/hciai.2021.0327,"[Scored paper 327, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,xai,false,0,0,2,4,false,false,true,L2,low,264,true,22,B_scored
R0328,10.XXXX/hciai.2021.0328,"[Scored paper 328, 2021] Full titles available after pipeline run from OpenAlex",2021,CHI,conference,llm,true,1,2,1,4,false,false,false,L2,low,373,false,5,B_scored
R0329,10.XXXX/hciai.2021.0329,"[Count-only paper 329, 2021] Abstract <75 words — no index scores",2021,HCI Journal,journal,agentic_ai,true,,,,,false,false,false,L1,low,29,false,47,B_count_only
R0330,10.XXXX/hciai.2021.0330,"[Count-only paper 330, 2021] Abstract <75 words — no index scores",2021,BIT,journal,classical_ml,false,,,,,false,false,false,L1,low,53,false,34,B_count_only
R0331,10.XXXX/hciai.2021.0331,"[Count-only paper 331, 2021] Abstract <75 words — no index scores",2021,BIT,journal,xai,false,,,,,false,false,false,L1,low,49,false,17,B_count_only
R0332,10.XXXX/hciai.2021.0332,"[Count-only paper 332, 2021] Abstract <75 words — no index scores",2021,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,72,false,14,B_count_only
R0333,10.XXXX/hciai.2021.0333,"[Count-only paper 333, 2021] Abstract <75 words — no index scores",2021,IUI,conference,llm,true,,,,,false,false,false,L1,low,23,false,24,B_count_only
R0334,10.XXXX/hciai.2021.0334,"[Count-only paper 334, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,unclassified,false,,,,,false,false,false,L1,low,40,false,6,B_count_only
R0335,10.XXXX/hciai.2021.0335,"[Count-only paper 335, 2021] Abstract <75 words — no index scores",2021,UIST,conference,agentic_ai,true,,,,,false,false,false,L1,low,73,false,3,B_count_only
R0336,10.XXXX/hciai.2021.0336,"[Count-only paper 336, 2021] Abstract <75 words — no index scores",2021,CHI,conference,conversational_ai,true,,,,,false,false,false,L1,low,32,true,24,B_count_only
R0337,10.XXXX/hciai.2021.0337,"[Count-only paper 337, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,conversational_ai,true,,,,,false,false,false,L1,low,26,true,21,B_count_only
R0338,10.XXXX/hciai.2021.0338,"[Count-only paper 338, 2021] Abstract <75 words — no index scores",2021,UIST,conference,generative_ai,true,,,,,false,false,false,L1,low,54,false,29,B_count_only
R0339,10.XXXX/hciai.2021.0339,"[Count-only paper 339, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,conversational_ai,true,,,,,false,false,false,L1,low,48,false,9,B_count_only
R0340,10.XXXX/hciai.2021.0340,"[Count-only paper 340, 2021] Abstract <75 words — no index scores",2021,CHI,conference,xai,false,,,,,false,false,false,L1,low,63,false,20,B_count_only
R0341,10.XXXX/hciai.2021.0341,"[Count-only paper 341, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,generative_ai,true,,,,,false,false,false,L1,low,58,true,19,B_count_only
R0342,10.XXXX/hciai.2021.0342,"[Count-only paper 342, 2021] Abstract <75 words — no index scores",2021,CHI,conference,unclassified,false,,,,,false,false,false,L1,low,35,false,5,B_count_only
R0343,10.XXXX/hciai.2021.0343,"[Count-only paper 343, 2021] Abstract <75 words — no index scores",2021,UIST,conference,agentic_ai,true,,,,,false,false,false,L1,low,23,false,6,B_count_only
R0344,10.XXXX/hciai.2021.0344,"[Count-only paper 344, 2021] Abstract <75 words — no index scores",2021,CHI,conference,conversational_ai,true,,,,,false,false,false,L1,low,45,false,71,B_count_only
R0345,10.XXXX/hciai.2021.0345,"[Count-only paper 345, 2021] Abstract <75 words — no index scores",2021,DIS,conference,llm,true,,,,,false,false,false,L1,low,55,true,25,B_count_only
R0346,10.XXXX/hciai.2021.0346,"[Count-only paper 346, 2021] Abstract <75 words — no index scores",2021,CHI,conference,xai,false,,,,,false,false,false,L1,low,20,true,18,B_count_only
R0347,10.XXXX/hciai.2021.0347,"[Count-only paper 347, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,agentic_ai,true,,,,,false,false,false,L1,low,34,true,18,B_count_only
R0348,10.XXXX/hciai.2021.0348,"[Count-only paper 348, 2021] Abstract <75 words — no index scores",2021,IUI,conference,xai,false,,,,,false,false,false,L1,low,61,true,7,B_count_only
R0349,10.XXXX/hciai.2021.0349,"[Count-only paper 349, 2021] Abstract <75 words — no index scores",2021,IUI,conference,conversational_ai,true,,,,,false,false,false,L1,low,72,true,23,B_count_only
R0350,10.XXXX/hciai.2021.0350,"[Count-only paper 350, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,xai,false,,,,,false,false,false,L1,low,71,true,9,B_count_only
R0351,10.XXXX/hciai.2021.0351,"[Count-only paper 351, 2021] Abstract <75 words — no index scores",2021,BIT,journal,xai,false,,,,,false,false,false,L1,low,73,false,44,B_count_only
R0352,10.XXXX/hciai.2021.0352,"[Count-only paper 352, 2021] Abstract <75 words — no index scores",2021,CHI,conference,conversational_ai,true,,,,,false,false,false,L1,low,56,false,43,B_count_only
R0353,10.XXXX/hciai.2021.0353,"[Count-only paper 353, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,agentic_ai,true,,,,,false,false,false,L1,low,51,true,4,B_count_only
R0354,10.XXXX/hciai.2021.0354,"[Count-only paper 354, 2021] Abstract <75 words — no index scores",2021,CHI,conference,xai,false,,,,,false,false,false,L1,low,31,false,1,B_count_only
R0355,10.XXXX/hciai.2021.0355,"[Count-only paper 355, 2021] Abstract <75 words — no index scores",2021,UIST,conference,generative_ai,true,,,,,false,false,false,L1,low,29,true,1,B_count_only
R0356,10.XXXX/hciai.2021.0356,"[Count-only paper 356, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,xai,false,,,,,false,false,false,L1,low,46,false,0,B_count_only
R0357,10.XXXX/hciai.2021.0357,"[Count-only paper 357, 2021] Abstract <75 words — no index scores",2021,UIST,conference,xai,false,,,,,false,false,false,L1,low,25,false,18,B_count_only
R0358,10.XXXX/hciai.2021.0358,"[Count-only paper 358, 2021] Abstract <75 words — no index scores",2021,BIT,journal,classical_ml,false,,,,,false,false,false,L1,low,53,true,20,B_count_only
R0359,10.XXXX/hciai.2021.0359,"[Count-only paper 359, 2021] Abstract <75 words — no index scores",2021,IJHCI,journal,xai,false,,,,,false,false,false,L1,low,54,false,44,B_count_only
R0360,10.XXXX/hciai.2021.0360,"[Count-only paper 360, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,llm,true,,,,,false,false,false,L1,low,54,false,7,B_count_only
R0361,10.XXXX/hciai.2021.0361,"[Count-only paper 361, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,xai,false,,,,,false,false,false,L1,low,56,false,0,B_count_only
R0362,10.XXXX/hciai.2021.0362,"[Count-only paper 362, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,conversational_ai,true,,,,,false,false,false,L1,low,34,true,18,B_count_only
R0363,10.XXXX/hciai.2021.0363,"[Count-only paper 363, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,agentic_ai,true,,,,,false,false,false,L1,low,37,true,34,B_count_only
R0364,10.XXXX/hciai.2021.0364,"[Count-only paper 364, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,xai,false,,,,,false,false,false,L1,low,34,false,8,B_count_only
R0365,10.XXXX/hciai.2021.0365,"[Count-only paper 365, 2021] Abstract <75 words — no index scores",2021,CHI,conference,unclassified,false,,,,,false,false,false,L1,low,62,true,24,B_count_only
R0366,10.XXXX/hciai.2021.0366,"[Count-only paper 366, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,xai,false,,,,,false,false,false,L1,low,68,false,2,B_count_only
R0367,10.XXXX/hciai.2021.0367,"[Count-only paper 367, 2021] Abstract <75 words — no index scores",2021,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,74,false,25,B_count_only
R0368,10.XXXX/hciai.2021.0368,"[Count-only paper 368, 2021] Abstract <75 words — no index scores",2021,IJHCI,journal,unclassified,false,,,,,false,false,false,L1,low,31,true,40,B_count_only
R0369,10.XXXX/hciai.2021.0369,"[Count-only paper 369, 2021] Abstract <75 words — no index scores",2021,IUI,conference,xai,false,,,,,false,false,false,L1,low,71,false,6,B_count_only
R0370,10.XXXX/hciai.2021.0370,"[Count-only paper 370, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,classical_ml,false,,,,,false,false,false,L1,low,42,false,30,B_count_only
R0371,10.XXXX/hciai.2021.0371,"[Count-only paper 371, 2021] Abstract <75 words — no index scores",2021,IUI,conference,llm,true,,,,,false,false,false,L1,low,56,false,28,B_count_only
R0372,10.XXXX/hciai.2021.0372,"[Count-only paper 372, 2021] Abstract <75 words — no index scores",2021,IJHCI,journal,unclassified,false,,,,,false,false,false,L1,low,54,false,21,B_count_only
R0373,10.XXXX/hciai.2021.0373,"[Count-only paper 373, 2021] Abstract <75 words — no index scores",2021,DIS,conference,xai,false,,,,,false,false,false,L1,low,25,true,6,B_count_only
R0374,10.XXXX/hciai.2021.0374,"[Count-only paper 374, 2021] Abstract <75 words — no index scores",2021,UIST,conference,generative_ai,true,,,,,false,false,false,L1,low,41,false,7,B_count_only
R0375,10.XXXX/hciai.2021.0375,"[Count-only paper 375, 2021] Abstract <75 words — no index scores",2021,CHI,conference,agentic_ai,true,,,,,false,false,false,L1,low,28,false,25,B_count_only
R0376,10.XXXX/hciai.2021.0376,"[Count-only paper 376, 2021] Abstract <75 words — no index scores",2021,IwC,journal,generative_ai,true,,,,,false,false,false,L1,low,23,true,42,B_count_only
R0377,10.XXXX/hciai.2021.0377,"[Count-only paper 377, 2021] Abstract <75 words — no index scores",2021,IUI,conference,unclassified,false,,,,,false,false,false,L1,low,29,false,32,B_count_only
R0378,10.XXXX/hciai.2021.0378,"[Count-only paper 378, 2021] Abstract <75 words — no index scores",2021,HCI Journal,journal,agentic_ai,true,,,,,false,false,false,L1,low,43,false,22,B_count_only
R0379,10.XXXX/hciai.2021.0379,"[Count-only paper 379, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,agentic_ai,true,,,,,false,false,false,L1,low,57,true,6,B_count_only
R0380,10.XXXX/hciai.2021.0380,"[Count-only paper 380, 2021] Abstract <75 words — no index scores",2021,CHI,conference,conversational_ai,true,,,,,false,false,false,L1,low,47,false,20,B_count_only
R0381,10.XXXX/hciai.2021.0381,"[Count-only paper 381, 2021] Abstract <75 words — no index scores",2021,HCI Journal,journal,generative_ai,true,,,,,false,false,false,L1,low,61,false,3,B_count_only
R0382,10.XXXX/hciai.2021.0382,"[Count-only paper 382, 2021] Abstract <75 words — no index scores",2021,BIT,journal,agentic_ai,true,,,,,false,false,false,L1,low,59,false,14,B_count_only
R0383,10.XXXX/hciai.2021.0383,"[Count-only paper 383, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,llm,true,,,,,false,false,false,L1,low,57,false,13,B_count_only
R0384,10.XXXX/hciai.2021.0384,"[Count-only paper 384, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,conversational_ai,true,,,,,false,false,false,L1,low,31,false,32,B_count_only
R0385,10.XXXX/hciai.2021.0385,"[Count-only paper 385, 2021] Abstract <75 words — no index scores",2021,HCI Journal,journal,xai,false,,,,,false,false,false,L1,low,56,false,61,B_count_only
R0386,10.XXXX/hciai.2021.0386,"[Count-only paper 386, 2021] Abstract <75 words — no index scores",2021,CHI,conference,xai,false,,,,,false,false,false,L1,low,58,false,8,B_count_only
R0387,10.XXXX/hciai.2021.0387,"[Count-only paper 387, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,llm,true,,,,,false,false,false,L1,low,59,true,33,B_count_only
R0388,10.XXXX/hciai.2021.0388,"[Count-only paper 388, 2021] Abstract <75 words — no index scores",2021,CHI,conference,llm,true,,,,,false,false,false,L1,low,67,true,8,B_count_only
R0389,10.XXXX/hciai.2021.0389,"[Count-only paper 389, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,classical_ml,false,,,,,false,false,false,L1,low,40,true,16,B_count_only
R0390,10.XXXX/hciai.2021.0390,"[Count-only paper 390, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,xai,false,,,,,false,false,false,L1,low,60,false,4,B_count_only
R0391,10.XXXX/hciai.2021.0391,"[Count-only paper 391, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,generative_ai,true,,,,,false,false,false,L1,low,20,false,10,B_count_only
R0392,10.XXXX/hciai.2021.0392,"[Count-only paper 392, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,unclassified,false,,,,,false,false,false,L1,low,26,false,17,B_count_only
R0393,10.XXXX/hciai.2021.0393,"[Count-only paper 393, 2021] Abstract <75 words — no index scores",2021,CHI,conference,conversational_ai,true,,,,,false,false,false,L1,low,48,false,50,B_count_only
R0394,10.XXXX/hciai.2021.0394,"[Count-only paper 394, 2021] Abstract <75 words — no index scores",2021,DIS,conference,generative_ai,true,,,,,false,false,false,L1,low,44,false,1,B_count_only
R0395,10.XXXX/hciai.2021.0395,"[Count-only paper 395, 2021] Abstract <75 words — no index scores",2021,CSCW,conference,xai,false,,,,,false,false,false,L1,low,73,false,29,B_count_only
R0396,10.XXXX/hciai.2021.0396,"[Count-only paper 396, 2021] Abstract <75 words — no index scores",2021,TOCHI,journal,agentic_ai,true,,,,,false,false,false,L1,low,30,false,11,B_count_only
R0397,10.XXXX/hciai.2021.0397,"[Count-only paper 397, 2021] Abstract <75 words — no index scores",2021,IJHCS,journal,llm,true,,,,,false,false,false,L1,low,22,false,10,B_count_only
R0398,10.XXXX/hciai.2021.0398,"[Count-only paper 398, 2021] Abstract <75 words — no index scores",2021,CHI,conference,llm,true,,,,,false,false,false,L1,low,30,false,54,B_count_only
R0399,10.XXXX/hciai.2021.0399,"[Count-only paper 399, 2021] Abstract <75 words — no index scores",2021,CHI,conference,xai,false,,,,,false,false,false,L1,low,24,false,17,B_count_only
R0400,10.XXXX/hciai.2021.0400,"[Count-only paper 400, 2021] Abstract <75 words — no index scores",2021,IUI,conference,conversational_ai,true,,,,,false,false,false,L1,low,59,false,4,B_count_only
